Rank,Name,NA_Sales,EU_Sales,Global_Sales
12949,Persona 2: Eternal Punishment,0,0,0.05
12950,Dragon's Lair 3D: Return to the Lair,0.04,0.01,0.05
12951,Growlanser: Heritage of War (jp sales),0,0,0.05
12952,The Bureau: XCOM Declassified,0,0.05,0.05
12953,Myst IV: Revelation,0.04,0.01,0.05
12954,Culdcept Revolt,0,0,0.05
12955,Sushi Go-Round,0.05,0,0.05
12956,Pachinko Wars II,0,0,0.05
12957,Myth Makers: Orbs of Doom,0.05,0,0.05
12958,Toy Soldiers: War Chest,0.05,0,0.05
12959,The Nightmare of Druaga: Fushigino Dungeon,0.03,0.02,0.05
12960,Omega Labyrinth,0,0,0.05
12961,Air Conflicts: Aces of World War II,0.05,0,0.05
12962,Cities in Motion,0,0.04,0.05
12963,Aliens in the Attic,0.05,0,0.05
12964,Virtua Striker 2002,0.01,0,0.05
12965,Kamen Rider: Dragon Knight,0.05,0,0.05
12966,Code Lyoko,0.03,0.01,0.05
12967,Taito Legends Power Up,0.05,0,0.05
12968,Fate/Unlimited Codes Portable,0,0,0.05
12969,Metal Slug Anthology,0.02,0,0.05
12970,Tenchu: Dark Secret,0.03,0,0.05
12971,Game no Kanzume Vol 2,0,0,0.05
12972,Disney's PK: Out of the Shadows,0.04,0.01,0.05
12973,Zoo Quest: Puzzle Fun!,0.05,0,0.05
12974,JoJo no Kimy? na B?ken Fantomu Buraddo,0,0,0.05
12975,The Idolmaster 2,0,0,0.05
12976,PQ2: Practical Intelligence Quotient,0.04,0,0.05
12977,Mr Bean's Wacky World of Wii,0,0.05,0.05
12978,Powerdrome,0.03,0.02,0.05
12979,Dreamer Series: Puppy Trainer,0.05,0,0.05
12980,Pro Yakyuu Spirits 5 Kanzenban,0,0,0.05
12981,Tsumiki: Block Drop Mania,0.05,0,0.05
12982,Shin Sangoku Musou 5 Special,0,0,0.05
12983,Pony Friends: Mini Breeds Edition,0.05,0,0.05
12984,Otogi 2: Immortal Warriors,0.04,0.01,0.05
12985,Legend of Kay,0.03,0.02,0.05
12986,Piglet's Big Game,0.04,0.01,0.05
12987,Dead or Alive Xtreme 3: Fortune,0,0,0.05
12988,Ivy the Kiwi?,0.04,0,0.05
12989,Fallout: Brotherhood of Steel,0.04,0.01,0.05
12990,Strawberry Shortcake: Strawberryland Games,0.05,0,0.05
12991,Koi to Senkyo to Chocolate Portable,0,0,0.05
12992,IndyCar Series,0.04,0.01,0.05
12993,Hysteria Hospital: Emergency Ward,0.05,0,0.05
12994,Dokapon Journey,0.05,0,0.05
12995,Ultra Bust-A-Move,0.04,0.01,0.05
12996,Rally Fusion: Race of Champions,0.04,0.01,0.05
12997,Piglet's Big Game,0.04,0.01,0.05
12998,Lucha Libre AAA: Heroes del Ring,0.05,0,0.05
12999,Pony Friends,0,0.05,0.05
13000,Natural Doctrine,0.03,0.01,0.05
13001,Pinball Hall of Fame: The Gottlieb Collection,0.04,0.01,0.05
13002,Ferrari F355 Challenge,0.03,0.02,0.05
13003,MorphX,0.05,0,0.05
13004,Stranger of Sword City,0.02,0.02,0.05
13005,Air Traffic Chaos,0.05,0,0.05
13006,Battleship / Connect Four / Sorry! / Trouble,0.05,0,0.05
13007,Prism: Light the Way,0.05,0,0.05
13008,Tiny Toon Adventures: Toonenstein - Dare to Scare,0.03,0.02,0.05
13009,TV Anime: Fairy Tale Gekitou! Madoushi Kessen,0,0,0.05
13010,Shifters,0.03,0.02,0.05
13011,RPG Tsukuru DS,0,0,0.05
13012,WRC 5: FIA World Rally Championship,0,0.04,0.05
13013,Earth Defense Force 4.1: The Shadow of New Despair,0.02,0.02,0.05
13014,The BIGS 2,0.05,0,0.05
13015,Dramatic Dungeon: Sakura Wars - Kimi Arugatame,0,0,0.05
13016,TNA iMPACT: Cross the Line,0.05,0,0.05
13017,SpongeBob: HeroPants,0.03,0.01,0.05
13018,Lagoon,0,0,0.05
13019,Nanostray 2,0.03,0.01,0.05
13020,Project Setsuna,0,0,0.05
13021,Microsoft Flight Simulator X Acceleration Expansion Pack,0,0.04,0.05
13022,Trick x Logic: Season 1,0,0,0.05
13023,Mortal Kombat X,0.01,0.04,0.05
13024,Mawashite Tsunageru Touch Panic,0,0,0.05
13025,Luminous Arc Infinity,0,0,0.05
13026,Monster! Bass Fishing,0.04,0.01,0.05
13027,Sigma Star Saga,0.04,0.01,0.05
13028,Winning Post 7 2010,0,0,0.05
13029,Assetto Corsa,0,0.04,0.05
13030,Batman: Gotham City Racer,0.03,0.02,0.05
13031,Sengoku Basara X,0,0,0.05
13032,Plants vs. Zombies,0,0.04,0.05
13033,Top Spin 2,0.05,0,0.05
13034,Doraemon: Nobita no Kyouryuu 2006 DS,0,0,0.05
13035,Ontamarama,0.05,0,0.05
13036,Hakuoki: Stories of the Shinsengumi,0.02,0,0.05
13037,DokiDoki Majo Shinpan!,0,0,0.05
13038,Star Wars: Republic Commando,0,0.04,0.05
13039,Starry ? Sky: In Spring,0,0,0.05
13040,FIFA Soccer 2004,0.04,0.01,0.05
13041,Armored Core: Formula Front Extreme Battle,0.05,0,0.05
13042,Downforce,0.03,0.02,0.05
13043,Bejeweled Twist,0.01,0.04,0.05
13044,Street Fighter V,0,0.05,0.05
13045,Little Busters! Converted Edition,0,0,0.05
13046,Enemy Front,0.02,0.03,0.05
13047,Dream Salon,0.05,0,0.05
13048,Disney's Party,0.04,0.01,0.05
13049,Tennis no Oji-Sama: 2005 Crystal Drive,0,0,0.05
13050,Sherlock Holmes: Crimes & Punishments,0,0.05,0.05
13051,Jenga World Tour,0.05,0,0.05
13052,Summon Night X: Tears Crown,0,0,0.05
13053,Secret Files: Tunguska,0.04,0.01,0.05
13054,Taiho Shichauzo!,0,0,0.05
13056,Phantom Crash,0.03,0.01,0.05
13057,Men of War: Assault Squad,0.01,0.03,0.05
13058,Fishdom,0.05,0,0.05
13059,Yanya Caballista: City Skater,0.02,0.02,0.05
13060,Expendable,0.03,0.02,0.05
13061,Imagine: Artist,0.05,0,0.05
13062,Pet Pals: New Leash on Life,0.05,0,0.05
13063,SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,0.05,0,0.05
13064,The Idolmaster: Gravure For You! Vol. 2,0,0,0.05
13065,Arthur! Ready to Race,0.03,0.02,0.05
13066,Thunder Force V: Perfect System,0.03,0.02,0.05
13067,The Typing of the Dead,0,0,0.05
13068,The Idolm@ster: Dearly Stars,0,0,0.05
13069,Kids Learn Music A+ Edition,0.05,0,0.05
13070,Child of Light,0,0.01,0.05
13071,Over the Hedge: Hammy Goes Nuts!,0.05,0,0.05
13072,Kart Racer,0.03,0.01,0.05
13073,Bakemonogatari Portable,0,0,0.05
13074,Sam & Max: Beyond Time and Space,0.05,0,0.05
13075,To Heart 2: Dungeon Travelers,0,0,0.05
13076,Tabi no Yubisashi Kaiwachou DS: DS Series 2 Chuugoku,0,0,0.05
13077,Shrek Super Party,0.04,0.01,0.05
13078,Monster 4x4: Masters of Metal,0.04,0.01,0.05
13079,Bakusou Kyoudai Let's & Go!! Eternal Wings,0,0,0.05
13080,Caligula,0,0,0.05
13081,Steins;Gate 0,0,0,0.05
13082,Keroro Gunsou: Enshuu da Yo! Zenin Shuugou Part 2,0,0,0.05
13083,NHL Blades of Steel '99,0.05,0,0.05
13084,Lips: Deutsche Partyknaller,0,0.04,0.05
13085,Apassionata: Die Galanacht der Pferde,0,0.04,0.05
13086,Dungeon Raiders,0.05,0,0.05
13087,Second Sight,0.04,0.01,0.05
13088,Philosoma,0.03,0.02,0.05
13089,Virtua Fighter CG Portrait Series Vol.5: Wolf Hawkfield,0,0,0.05
13090,Puyo Pop,0.04,0.01,0.05
13091,Marriage Royale: Prism Story,0,0,0.05
13092,Super Heroine Chronicle,0,0,0.05
13093,Kamiwaza,0,0,0.05
13094,Rave Master,0,0,0.05
13095,The Technomancer,0.01,0.03,0.05
13096,Ben 10 Galactic Racing,0.02,0.02,0.05
13097,Kinnikuman Muscle Grand Prix Max,0,0,0.05
13098,Hotel for Dogs,0.04,0,0.05
13099,Suzuki Super-Bikes II: Riding Challenge,0.05,0,0.05
13100,Mirror's Edge Catalyst,0.01,0.03,0.05
13101,Jim Henson's Muppets in Spy Muppets: License to Croak,0.04,0.01,0.05
13102,Medal of Honor: European Assault (weekly JP sales),0,0,0.05
13103,LEGO The Hobbit,0,0.04,0.05
13104,Alias,0.04,0.01,0.05
13105,Super Robot Taisen Neo,0,0,0.05
13106,PAC-MAN and the Ghostly Adventures,0.04,0.01,0.05
13107,ESPN International Winter Sports 2002,0.04,0.01,0.05
13108,Winter Sports 2011,0,0.04,0.05
13109,OutRun 2006: Coast 2 Coast,0.02,0.01,0.05
13110,Blues Brothers 2000,0.04,0.01,0.05
13111,Metal Max 2 Reloaded,0,0,0.05
13112,All Star Tennis 99,0.04,0.01,0.05
13113,Hercules: The Legendary Journeys,0.04,0.01,0.05
13114,Dual Heroes,0.04,0.01,0.05
13115,Fighter Destiny 2,0.04,0.01,0.05
13116,Chameleon Twist 2,0.04,0.01,0.05
13117,Nounai Aeshe: IQ Suppli DS 2 - Sukkiri King Ketteisen,0,0,0.05
13118,PachiPara 14: Fuu to Kumo to Super Umi in Okinawa,0,0,0.05
13119,Winning Post World,0,0,0.05
13120,Arx Fatalis,0.04,0.01,0.05
13121,Slam Dunk SD Heat Up!!,0,0,0.05
13122,My Body Coach,0,0.04,0.05
13123,Steins;Gate 0,0,0,0.05
13124,Adventure Time: Finn & Jake Investigations,0.02,0.02,0.05
13125,Dead in the Water,0.03,0.02,0.05
13126,Winning Post 7 2013,0,0,0.05
13127,DiRT 2,0,0.04,0.05
13128,Detective Conan: Prelude from the Past,0,0,0.05
13129,Dr. Seuss: Green Eggs and Ham,0.04,0.01,0.05
13130,Sea Monsters: A Prehistoric Adventure,0.04,0,0.05
13131,Atelier Rorona: Alchemist of Arland,0,0,0.05
13132,Guilty Gear Dust Strikers,0.05,0,0.05
13133,Dark Summit,0.04,0.01,0.05
13134,Singularity,0,0.04,0.05
13135,Odoru Daisousasen The Game: Sensuikan ni Sennyuu Seyo!,0,0,0.05
13136,George of the Jungle and the Search for the Secret,0.05,0,0.05
13137,Turbo Turtle Adventure,0.04,0.01,0.05
13138,Sengoku Basara 4: Sumeragi,0,0,0.05
13139,"Warhammer 40,000: Dawn of War",0.01,0.03,0.05
13140,Shinseiki Evangelion 2: Tsukurareshi Sekai - Another Cases,0,0,0.05
13141,Hisshou 777 Fighter: Pachi Slot Eiyu Densetsu,0,0,0.05
13142,Corpse Party: Blood Covered - Repeated Fear,0,0,0.05
13143,The Lost Treasures of Alexandria,0,0.04,0.05
13144,Chronicles of the Sword,0.03,0.02,0.05
13145,Hail to the Chimp,0.05,0,0.05
13146,The Lost Vikings,0.04,0.01,0.05
13147,Keiba Eight Special,0,0,0.05
13148,Yaiba: Ninja Gaiden Z,0.03,0.02,0.05
13149,Harukanaru Toki no Naka de 3,0,0,0.05
13150,Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,0.04,0.01,0.05
13151,Need for Speed Carbon,0,0.04,0.05
13152,Reel Fishing: The Great Outdoors,0.05,0,0.05
13153,Assassin's Creed: Altair's Chronicles,0.03,0.01,0.05
13154,Pirates vs Ninja Dodgeball,0.05,0,0.05
13155,Guild 01,0,0,0.05
13157,Nike+ Kinect Training,0.02,0.02,0.05
13158,Durarara!! 3-way Standoff,0,0,0.05
13159,Ty the Tasmanian Tiger 3: Night of the Quinkan,0.04,0.01,0.05
13160,Cartoon Network Racing,0.04,0,0.05
13161,Tokimeki Memorial Girl's Side 2nd Kiss,0,0,0.05
13162,Fushigi no Dungeon: Fuurai no Shiren 3 Portable,0,0,0.05
13163,Active Life: Magical Carnival,0.04,0.01,0.05
13164,Hokuto no Ken,0,0,0.05
13165,Yu-Gi-Oh! GX: Spirit Caller (Japan Sales),0,0,0.05
13166,Stretch Panic,0.02,0.02,0.05
13167,Empire Earth,0,0.04,0.05
13168,Chousoku Henkei Gyrozetter: Albatross no Tsubasa,0,0,0.05
13169,Baku Baku,0,0,0.05
13170,Pro Cycling Manager 2016,0,0.04,0.05
13171,SD Gundam: Over Galaxian,0,0,0.05
13172,Rogue Ops,0.04,0.01,0.05
13173,Smart Kid's Party Fun Pak,0.05,0,0.05
13174,MXGP 2,0.02,0.02,0.05
13175,Virtua Tennis 3,0.03,0.02,0.05
13176,BeatMania IIDX 3rd Style,0,0,0.05
13177,Yu-Gi-Oh! World Championship 2007,0,0.01,0.05
13178,Hummer Badlands,0.02,0.02,0.05
13179,Freelancer,0.02,0.02,0.05
13180,Woody Woodpecker: Escape from Buzz Buzzard Park,0.02,0.02,0.05
13181,Operation Flashpoint: Dragon Rising,0.01,0.03,0.05
13182,"Lupin III: Lupin ni wa Shi o, Zenigata ni wa Koi o",0,0,0.05
13183,Furu Furu Park,0.05,0,0.05
13184,Monster Band,0.04,0,0.05
13185,Alter Echo,0.04,0.01,0.05
13186,BeatMania IIDX 4th Style: New Songs Collection,0,0,0.05
13187,Fushigi? Kagaku: Nazotoki Quiz Training - NazoTore,0,0,0.05
13188,G1 Grand Prix,0,0,0.05
13189,LEGO Indiana Jones 2: The Adventure Continues,0.02,0.03,0.05
13190,QUIZ PARTY,0,0.05,0.05
13191,MTX Mototrax,0.04,0,0.05
13192,Around the World in 80 Days,0.03,0.01,0.05
13193,Houkago Shounen,0,0,0.05
13194,The Grim Adventures of Billy & Mandy,0.04,0,0.05
13195,Classic Dungeon X2,0,0,0.05
13196,Whirl Tour,0.04,0.01,0.05
13197,Sesame Street: Cookie's Counting Carnival,0.05,0,0.05
13198,Pinball Tycoon,0.03,0.01,0.05
13199,Major League Baseball 2K11,0.02,0.02,0.05
13200,Cartoon Network Block Party,0.03,0.01,0.05
13201,Power Spike Pro Beach Volleyball,0.03,0.02,0.05
13202,White Album: Tsuzurareru Fuyu no Omoide,0,0,0.05
13203,Harukanaru Toki no Naka de: Yumenoukihashi,0,0,0.05
13204,Shinseiki Evangelion- Eva: Yukai na Nakama Tachi,0,0,0.05
13205,SD Gundam: Scad Hammers,0,0,0.05
13206,Spitfire Heroes: Tales of the Royal Air Force,0.05,0,0.05
13207,Super Bust-A-Move,0.03,0.01,0.05
13208,TNA iMPACT: Cross the Line,0.05,0,0.05
13209,Adventure Time: Explore the Dungeon Because I Don't Know!,0.02,0.02,0.05
13210,ZooCube,0.03,0.01,0.05
13211,Stunt GP,0.02,0.02,0.05
13212,Wicked Monster Blast!,0.04,0,0.05
13213,NBA 2K,0,0,0.05
13214,D.Gray-man: Kami no Shitotachi,0,0,0.05
13215,Bladestorm: Nightmare,0.03,0.02,0.05
13216,Strikers 1945,0,0,0.05
13217,World Series of Poker,0.04,0.01,0.05
13218,Jikkyou Oshaberi Parodius,0,0,0.05
13219,Super Jinsei Game 2,0,0,0.05
13220,Winter Sports 3: The Great Tournament,0.02,0.02,0.05
13221,J-League Winning Eleven 2010: Club Championship,0,0,0.05
13222,Johnny Bazookatone,0.03,0.02,0.05
13223,Beastly Frantic Foto,0.04,0,0.05
13224,Neverland Card Battles,0.04,0,0.05
13225,Need for Speed Underground,0,0.04,0.05
13226,Downtown no Gaki no Tsukai Yaarahen de!! Zettai ni Tsukamatte Haikenai Gasu Kurobikari Land,0,0,0.05
13227,Reign of Fire,0.03,0.01,0.05
13228,Worms Reloaded,0,0.04,0.05
13229,StarCraft,0,0.04,0.05
13230,Koihime Musou,0,0,0.05
13231,Nicktoons: Attack of the Toybots,0.04,0,0.05
13232,NBA 2K17,0.03,0.01,0.05
13233,Blazing Souls: Accelate,0.04,0,0.05
13234,Ms Saga: A New Dawn,0.02,0.02,0.05
13235,Kekkon Zenya,0,0,0.05
13236,Finny the Fish & the Seven Waters,0.02,0.02,0.05
13237,Barnyard,0.03,0.01,0.05
13238,Next Generation of Chaos,0,0,0.05
13239,Katekyoo Hitman Reborn! DS: Bongole Shiki Taisen Battle Sugoroku,0,0,0.05
13240,GrimGrimoire,0.01,0.01,0.05
13241,J-League '96 Dream Stadium,0,0,0.05
13242,Capcom vs. SNK: Millennium Fight 2000 Pro,0,0,0.05
13243,Golden Axe: The Duel,0,0,0.05
13244,Crime Life: Gang Wars,0.04,0.01,0.05
13245,Tokimeki Memorial: Girls Side 1st Love,0,0,0.05
13246,Putty Squad,0.02,0.02,0.05
13247,Rugby 2005,0.04,0.01,0.05
13248,Rock 'N Roll Racing,0.03,0.01,0.05
13249,Taito Legends,0.04,0.01,0.05
13250,Far Cry,0,0.04,0.05
13251,Silhouette Mirage,0.03,0.02,0.05
13252,Dynasty Warriors Vol. 2,0.04,0,0.05
13253,Treasure Report: Kikai Jikake no Isan,0,0,0.05
13254,Growlanser VI: Precarious World,0,0,0.05
13255,Block Kuzushi,0,0,0.05
13256,Boing! Docomodake DS,0.04,0,0.05
13257,American Bass Challenge,0.03,0.01,0.05
13258,American Chopper 2: Full Throttle,0.04,0.01,0.05
13259,Secret Service,0.04,0,0.05
13260,Sword Art Online: Game Director's Edition,0,0,0.05
13261,Ultimate Ghosts 'n Goblins (JP sales),0,0,0.05
13262,Rugby 06,0.02,0.02,0.05
13263,Fatal Frame II: Crimson Butterfly Director's Cut,0.04,0.01,0.05
13264,Deadliest Catch: Alaskan Storm,0.04,0,0.05
13265,2002 FIFA World Cup,0.04,0.01,0.05
13266,Colin McRae Rally 2005,0.04,0.01,0.05
13267,Kamen Rider: Battride War Genesis,0,0,0.05
13268,Venus & Braves: Majo to Megami to Horobi no Yogen,0,0,0.05
13269,Ship Simulator Extremes,0,0.04,0.05
13270,Zoop,0.03,0.02,0.05
13271,Powerful Golf,0,0,0.05
13272,Saiyuki: Journey West,0.03,0.02,0.05
13273,Detective Conan: Marionette Symphony,0,0,0.05
13274,FIFA Soccer 10,0,0.04,0.05
13275,Amnesia Crowd,0,0,0.05
13276,American Chopper 2: Full Throttle,0.04,0.01,0.05
13277,Pachitte Chonmage Tatsujin 15: Pachinko Fuyu no Sonata 2,0,0,0.05
13279,Ribbit King,0.04,0.01,0.05
13280,VR Soccer '96,0.03,0.02,0.05
13281,Smash Court Tennis 3,0.01,0.01,0.05
13282,Diabolik Lovers,0,0,0.05
13283,Shugo Chara! 3-tsu no Tamagoto Koisuru Joker,0,0,0.05
13284,Summoner: A Goddess Reborn,0.04,0.01,0.05
13285,Saints Row: Gat out of Hell,0,0.04,0.05
13286,Rock of the Dead,0.04,0,0.05
13287,The Sims,0.01,0.03,0.05
13288,Wasteland 2,0.04,0.01,0.05
13289,Cesar Millan's Dog Whisperer,0.04,0,0.05
13290,E.X. Troopers,0,0,0.05
13291,Kiniro no Corda 2 Encore,0,0,0.05
13292,Jewel Quest Mysteries,0.03,0.01,0.05
13293,Moon,0.04,0,0.05
13294,M&M's Adventure,0.04,0,0.05
13295,ESPN Great Outdoor Games Bass 2002,0.03,0.01,0.05
13296,Soul Eater: Plot of Medusa,0,0,0.05
13297,Payday 2,0.04,0,0.05
13298,Grand Ages: Medieval,0,0.04,0.05
13299,Handball 16,0,0.04,0.05
13300,Gummy Bears Mini Golf,0.04,0,0.05
13301,Company of Heroes,0,0.04,0.05
13302,Rock Band Country Track Pack 2,0.04,0,0.05
13303,Color Cross,0.04,0,0.05
13304,Gaist Crusher,0,0,0.05
13305,Punch King,0.03,0.01,0.05
13306,Silent Hunter: Wolves of the Pacific,0,0.04,0.05
13307,World Championship Pool 2004,0.02,0.02,0.05
13308,V-Rally 3,0.03,0.01,0.05
13309,The Dark Spire,0.04,0,0.05
13310,Kakuto Chojin,0.04,0.01,0.05
13311,Beyond Oasis,0,0,0.05
13312,Forza Motorsport 3: Ultimate Edition,0,0.04,0.05
13313,Robotech: Invasion,0.04,0.01,0.05
13314,Wii de Asobu Chibi-Robo!,0,0,0.05
13315,Romance of the Three Kingdoms VI: Awakening of the Dragon,0.03,0.02,0.05
13316,To Heart 2 DX Plus,0,0,0.05
13317,Star Driver: Kagayaki no Takuto - Ginga Bishounen Densetsu,0,0,0.05
13318,Naruto: Uzumaki Chronicles 2 (JP sales),0,0,0.05
13319,Frogger: Ancient Shadow,0.04,0.01,0.05
13320,Snoopy vs the Red Baron,0.04,0,0.05
13321,Jonah Lomu Rugby Challenge,0,0.04,0.05
13322,Pet Vet: Down Under,0.04,0,0.05
13323,World Series of Poker: Tournament of Champions 2007 Edition,0.04,0,0.05
13324,National Geographic Challenge!,0.01,0.03,0.05
13325,Raze's Hell,0.04,0.01,0.05
13326,Rain (2013),0,0,0.05
13327,Billy the Wizard: Rocket Broomstick Racing,0.04,0,0.05
13328,Pool Party,0.04,0,0.05
13329,Microsoft Train Simulator,0,0.04,0.05
13330,Shin Megami Tensei NINE,0,0,0.05
13331,Magic Carpet,0.03,0.02,0.05
13332,Hoshigami: Ruining Blue Earth,0.03,0.02,0.05
13333,GunPey DS,0.04,0,0.05
13334,Cabela's African Safari,0.04,0,0.05
13335,Wing Island,0.03,0.01,0.05
13336,Utawarerumono: Itsuwari no Kamen,0,0,0.05
13337,Clever Kids: Creepy Crawlies,0,0.04,0.05
13338,Supreme Commander,0,0.04,0.05
13339,NightCaster II: Equinox,0.03,0.01,0.05
13340,F1 2015,0,0.04,0.05
13341,SD Gundam G Generation World,0,0,0.05
13342,Chocobo to Mahou no Ehon: Majo to Shoujo to 5-Jin no Yuusha,0,0,0.05
13343,Galaxy Racers,0.04,0,0.05
13344,Wonder World Amusement Park,0.04,0,0.05
13345,Bubble Bobble Revolution,0.04,0,0.05
13346,Game of Thrones (Telltale),0.04,0,0.05
13347,Time Crisis: Project Titan,0.03,0.02,0.05
13348,Ys: The Ark of Napishtim,0.04,0,0.05
13349,Ore-Sama Kingdom: Koi no Manga mo Debut o Mokushise! Doki Doki Love Lesson,0,0,0.05
13350,Crusader: No Remorse,0.03,0.02,0.05
13351,Black & Bruised,0.04,0.01,0.05
13352,MiniCopter: Adventure Flight,0.04,0,0.05
13353,Shaun the Sheep,0.04,0,0.05
13354,Fast & Furious: Showdown,0,0.04,0.05
13355,World Championship Poker: Featuring Howard Lederer - All In,0.04,0,0.05
13356,Test Drive: Ferrari Legends,0.04,0,0.05
13357,Tom Clancy's Rainbow Six: Lockdown,0.04,0.01,0.05
13358,FIFA Manager 12,0,0.03,0.05
13359,Full Spectrum Warrior: Ten Hammers,0.03,0.01,0.05
13360,River City Soccer Hooligans,0.04,0,0.05
13361,Shin Hayarigami,0,0,0.05
13362,TMNT,0.03,0.01,0.05
13363,Turok: Dinosaur Hunter,0,0,0.05
13364,Puyo Puyo Tetris,0,0,0.05
13365,Taiko no Tatsujin Portable 2,0,0,0.05
13366,Gitaroo Man,0.02,0.02,0.05
13367,Super Bubble Pop,0.04,0.01,0.05
13368,Mafia,0,0.04,0.05
13369,Rapala Fishing Frenzy 2009,0.04,0,0.05
13370,Ride to Hell,0.02,0.02,0.05
13371,Arctic Tale,0.04,0,0.05
13372,Balloon Pop,0.04,0,0.05
13373,XBLAZE Code: Embryo,0.03,0,0.05
13374,Black Mirror 2,0,0.04,0.05
13375,Time Travelers,0,0,0.05
13376,Amnesia Later,0,0,0.05
13377,B-Boy,0.04,0,0.05
13378,Cocoto Kart Racer,0.04,0,0.05
13379,Shin Kamaitachi no Yoru: 11 Hitome no Suspect,0,0,0.05
13380,Intellivision Lives!,0.03,0.01,0.05
13381,Crazy Chicken: Atlantis Quest,0.04,0,0.05
13382,Test Drive Le Mans,0.03,0.02,0.05
13383,Counter Force,0.04,0,0.05
13384,Monster Jam: Maximum Destruction,0.04,0.01,0.05
13385,Professor Heinz Wolff's Gravity,0.04,0,0.05
13386,Fantastic Four: Rise of the Silver Surfer,0.04,0.01,0.05
13387,Big Air Freestyle,0.04,0.01,0.05
13388,Rimo-Cocoron,0,0,0.05
13389,Rugby World Cup 2015,0,0.04,0.05
13390,Mike Tyson Heavyweight Boxing,0.03,0.01,0.05
13391,To Love-Ru Trouble Darkness: Battle Ecstasy,0,0,0.05
13392,The Berenstain Bears and the Spooky Old Tree,0.03,0.01,0.05
13393,Lux-Pain,0.04,0,0.05
13394,Ford Bold Moves Street Racing,0.04,0,0.05
13395,Cabela's Trophy Bucks,0.04,0,0.05
13396,Hakuouki: Bakumatsu Musou Roku,0,0,0.05
13397,Mahjong 3D: Warriors of the Emperor,0,0.04,0.05
13398,Hiiro no Kakera DS,0,0,0.05
13399,March of the Penguins,0.04,0,0.05
13400,Rock of the Dead,0.04,0,0.05
13401,Arcana Famiglia: La storia della Aracana Famiglia,0,0,0.05
13402,Tokyo Ghoul: Jail,0,0,0.05
13403,City Life: World Edition,0,0.04,0.05
13404,The Misadventures of Tron Bonne,0.03,0.02,0.05
13405,Centipede: Infestation,0.04,0,0.05
13406,Wolfenstein,0.01,0.03,0.05
13407,Hero Bank 2,0,0,0.05
13408,Atelier Ayesha: The Alchemist of Dusk,0,0,0.05
13409,Brave Story: New Traveller (jp sales),0,0,0.05
13410,Black Jack vs. Matsudajun,0.03,0.02,0.05
13411,Arslan: The Warriors of Legend,0,0,0.05
13412,SpongeBob SquarePants: Plankton's Robotic Revenge,0.04,0,0.05
13413,Wrath Unleashed,0.03,0.01,0.05
13414,Yoru no Nai Kuni,0,0,0.05
13415,Garou Densetsu 3: Road to the Final Victory,0,0,0.05
13416,Bleach: Soul Carnival,0,0,0.05
13417,Double Dragon Advance,0.03,0.01,0.05
13418,Sesame Street: Elmo's A-to-Zoo Adventure,0.04,0,0.05
13419,Family Fortunes,0,0.04,0.05
13420,The Bible Game,0.03,0.01,0.05
13421,Inspector Gadget: Gadget's Crazy Maze,0.03,0.02,0.05
13422,World Fantasista,0,0,0.05
13423,Yager,0.03,0.01,0.05
13424,Fantastic Four: Rise of the Silver Surfer,0.04,0,0.05
13425,Tabi no Yubisashi Kaiwachou DS: DS Series 1 Thai,0,0,0.05
13426,Toukiden Kiwami,0,0,0.05
13427,Grey's Anatomy: The Video Game,0.03,0.01,0.05
13428,Tropico 3,0,0.04,0.05
13429,Looney Tunes: Cartoon Conductor,0.04,0,0.05
13430,Avatar: The Game,0,0.04,0.05
13431,Futurama,0.03,0.01,0.05
13432,Pool Hall Pro,0.04,0,0.05
13433,Nazo Waku Yakata: Oto no Ma ni Ma ni,0,0,0.05
13434,Choro Q 64 2: Hacha Mecha Grand Prix Race,0,0,0.05
13435,Mighty No. 9,0.04,0,0.05
13436,Plants vs. Zombies: Garden Warfare 2,0,0.04,0.05
13437,Ape Escape,0,0.03,0.05
13438,Activision Anthology,0.03,0.01,0.05
13439,Gray Matter,0,0.04,0.05
13440,Thrillville: Off the Rails,0.03,0.01,0.05
13441,LEGO Friends,0,0.04,0.05
13442,Secret Files: Tunguska,0,0.04,0.05
13443,Wayne Gretzky's 3D Hockey '98,0.03,0.02,0.05
13444,Nanda's Island,0.04,0,0.05
13445,Hakuouki SSL: Sweet School Life,0,0,0.05
13446,Trigger Man,0.03,0.01,0.05
13447,Kimi ni Todoke: Tsutaeru Kimochi,0,0,0.05
13448,Nora to Koku no Koubou: Kiri no Mori no Majo,0,0,0.05
13449,Bad Boys: Miami Takedown,0.03,0.01,0.05
13450,SpongeBob SquarePants: Plankton's Robotic Revenge,0,0.04,0.05
13451,Short Track Racing: Trading Paint,0.02,0.02,0.05
13452,Game no Kanzume Vol 1,0,0,0.05
13453,Rat Attack!,0.03,0.02,0.04
13454,Jewel Master: Cradle Of Rome 2,0,0.04,0.04
13455,National Geographic Panda (US sales),0.04,0,0.04
13456,Sushi Go-Round,0.04,0,0.04
13457,Danny Phantom: Urban Jungle,0.04,0,0.04
13458,Sotsugyou II: Neo Generation,0,0,0.04
13459,Summon Night Craft Sword Monogatari: Hajimari no Ishi,0,0,0.04
13460,The King of Fighters 2002: Unlimited Match,0,0,0.04
13461,Art of Fighting Anthology,0.02,0.02,0.04
